polarity	aspect	term	term_pos	sentence	input
positive	AMBIENCE#GENERAL	environment	26:37	The food is great and the environment is even better.	environment 26:37 AMBIENCE#GENERAL
positive	FOOD#QUALITY	sashimi amuse bouche	33:53	We started off with a delightful sashimi amuse bouche.	sashimi amuse bouche 33:53 FOOD#QUALITY
positive	FOOD#QUALITY	sushi	4:9	The sushi is amazing!!! 	sushi 4:9 FOOD#QUALITY
negative	SERVICE#GENERAL	service	5:12	Poor service and management	service 5:12 SERVICE#GENERAL
positive	FOOD#QUALITY	modern Japanese food	63:83	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.	modern Japanese food 63:83 FOOD#QUALITY
positive	RESTAURANT#GENERAL	trattoria	25:34	This quaint and romantic trattoria is at the top of my Manhattan restaurant list.	trattoria 25:34 RESTAURANT#GENERAL
negative	FOOD#QUALITY	chicken in the salads	18:39	A weakness is the chicken in the salads.	chicken in the salads 18:39 FOOD#QUALITY
positive	AMBIENCE#GENERAL	decor	44:49	I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.	decor 44:49 AMBIENCE#GENERAL
positive	FOOD#QUALITY	food	64:68	A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.	food 64:68 FOOD#QUALITY
positive	FOOD#QUALITY	chef's specials	10:25	Try their chef's specials-- they are to die for.	chef's specials 10:25 FOOD#QUALITY
positive	SERVICE#GENERAL	Delivery	0:8	Delivery is fast too.	Delivery 0:8 SERVICE#GENERAL
positive	FOOD#QUALITY	wasabe potatoes	13:28	The tuna and wasabe potatoes are excellent.	wasabe potatoes 13:28 FOOD#QUALITY
positive	FOOD#QUALITY	veal	4:8	The veal was incredible last night.	veal 4:8 FOOD#QUALITY
positive	FOOD#STYLE_OPTIONS	food	80:84	This little place definitely exceeded my expectations and you sure get a lot of food for your money.	food 80:84 FOOD#STYLE_OPTIONS
positive	FOOD#QUALITY	food	32:36	The staff was accomodating, the food was absolutely delicious and the place is lovely.	food 32:36 FOOD#QUALITY
negative	SERVICE#GENERAL	waitress	40:48	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.	waitress 40:48 SERVICE#GENERAL
positive	SERVICE#GENERAL	service	35:42	When we sat, we got great and fast service.	service 35:42 SERVICE#GENERAL
negative	FOOD#PRICES	dinner	34:40	I would not expect this for a $55 dinner.	dinner 34:40 FOOD#PRICES
positive	FOOD#QUALITY	food	35:39	But nonetheless--great spot, great food.	food 35:39 FOOD#QUALITY
neutral	FOOD#STYLE_OPTIONS	lobster knuckles	4:20	The lobster knuckles (special of the day) were ok, but pretty tasteless.	lobster knuckles 4:20 FOOD#STYLE_OPTIONS
negative	SERVICE#GENERAL	clerks	147:153	Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.	clerks 147:153 SERVICE#GENERAL
negative	FOOD#PRICES	pizza	4:9	The pizza is overpriced and soggy.	pizza 4:9 FOOD#PRICES
positive	FOOD#QUALITY	chicken lollipop	4:20	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	chicken lollipop 4:20 FOOD#QUALITY
positive	FOOD#PRICES	food	4:8	The food is great and reasonably priced.	food 4:8 FOOD#PRICES
positive	RESTAURANT#GENERAL	pizza place	15:26	This is a nice pizza place with good selection of thin crust pizza including the Basil slice.	pizza place 15:26 RESTAURANT#GENERAL
positive	RESTAURANT#GENERAL	place	23:28	Make sure you try this place as often as you can.	place 23:28 RESTAURANT#GENERAL
positive	FOOD#QUALITY	bun	137:140	The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.	bun 137:140 FOOD#QUALITY
neutral	FOOD#QUALITY	food	47:51	However, go for the ambience, and consider the food just a companion for a trip across the world!	food 47:51 FOOD#QUALITY
positive	FOOD#QUALITY	pizzas	11:17	All of the pizzas are terrific and the price is even better!	pizzas 11:17 FOOD#QUALITY
negative	AMBIENCE#GENERAL	resturant	49:58	Prices too high for this cramped and unappealing resturant.	resturant 49:58 AMBIENCE#GENERAL
positive	SERVICE#GENERAL	Service	0:7	Service is fast and friendly.	Service 0:7 SERVICE#GENERAL
positive	FOOD#QUALITY	ingredients	20:31	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	ingredients 20:31 FOOD#QUALITY
positive	SERVICE#GENERAL	service	77:84	This is my first time writing a review for a restaurant because the food and service was excellent.	service 77:84 SERVICE#GENERAL
negative	RESTAURANT#GENERAL	restaurant	47:57	The service was the only thing good about this restaurant.	restaurant 47:57 RESTAURANT#GENERAL
positive	AMBIENCE#GENERAL	place	12:17	It's a nice place to relax and have conversation.	place 12:17 AMBIENCE#GENERAL
positive	FOOD#QUALITY	crab dumplings	113:127	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	crab dumplings 113:127 FOOD#QUALITY
positive	RESTAURANT#GENERAL	restaurant	23:33	I highly recommend the restaurant based on our experience last night.	restaurant 23:33 RESTAURANT#GENERAL
positive	FOOD#QUALITY	sardines with biscuits	77:99	The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	sardines with biscuits 77:99 FOOD#QUALITY
neutral	SERVICE#GENERAL	Service	0:7	Service is average.	Service 0:7 SERVICE#GENERAL
positive	FOOD#QUALITY	food	46:50	The waitress was very patient with us and the food is phenomenal!	food 46:50 FOOD#QUALITY
negative	FOOD#QUALITY	sushi	35:40	It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.	sushi 35:40 FOOD#QUALITY
positive	AMBIENCE#GENERAL	atmosphere	50:60	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	atmosphere 50:60 AMBIENCE#GENERAL
negative	SERVICE#GENERAL	service	37:44	The price is reasonable although the service is poor.	service 37:44 SERVICE#GENERAL
negative	RESTAURANT#GENERAL	place	11:16	Avoid this place!	place 11:16 RESTAURANT#GENERAL
negative	FOOD#QUALITY	cheese	37:43	The pizza was delivered cold and the cheese wasn't even fully melted!	cheese 37:43 FOOD#QUALITY
negative	SERVICE#GENERAL	service	65:72	Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.	service 65:72 SERVICE#GENERAL
positive	FOOD#QUALITY	chicken	15:22	stick with the chicken, beef, and lamb dishes.	chicken 15:22 FOOD#QUALITY
negative	FOOD#PRICES	eggplant	110:118	The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!	eggplant 110:118 FOOD#PRICES
positive	AMBIENCE#GENERAL	furnishings	46:57	The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)	furnishings 46:57 AMBIENCE#GENERAL
positive	FOOD#QUALITY	food	4:8	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.	food 4:8 FOOD#QUALITY
negative	SERVICE#GENERAL	maitre-D	44:52	The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.	maitre-D 44:52 SERVICE#GENERAL
positive	RESTAURANT#GENERAL	place	13:18	What a great place!	place 13:18 RESTAURANT#GENERAL
negative	FOOD#QUALITY	portobello and asparagus mole	39:68	Also, I personally wasn't a fan of the portobello and asparagus mole.	portobello and asparagus mole 39:68 FOOD#QUALITY
neutral	FOOD#QUALITY	food	4:8	the food is decent.	food 4:8 FOOD#QUALITY
positive	FOOD#QUALITY	hot dogs	4:12	The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.	hot dogs 4:12 FOOD#QUALITY
positive	FOOD#QUALITY	lobster sandwich	4:20	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.	lobster sandwich 4:20 FOOD#QUALITY
positive	SERVICE#GENERAL	manager	19:26	I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).	manager 19:26 SERVICE#GENERAL
negative	FOOD#QUALITY	food	39:43	I have never been so disgusted by both food an service.	food 39:43 FOOD#QUALITY
positive	DRINKS#PRICES	bev	51:54	Prices are fair across the board for both food and bev.	bev 51:54 DRINKS#PRICES
positive	FOOD#QUALITY	food	39:43	The place is small and cramped but the food is fantastic.	food 39:43 FOOD#QUALITY
negative	FOOD#QUALITY	lobster ravioli	23:38	Moules were excellent, lobster ravioli was VERY salty!	lobster ravioli 23:38 FOOD#QUALITY
positive	AMBIENCE#GENERAL	room	70:74	With the theater 2 blocks away we had a delicious meal in a beautiful room.	room 70:74 AMBIENCE#GENERAL
positive	RESTAURANT#GENERAL	place	5:10	This place blew me away...by far my new favorite restaurant on the uppereast side.	place 5:10 RESTAURANT#GENERAL
negative	RESTAURANT#GENERAL	restaurant	5:15	This restaurant was way overhyped.	restaurant 5:15 RESTAURANT#GENERAL
positive	FOOD#QUALITY	mahi mahi (on saffron risotto	40:69	I really like both the scallops and the mahi mahi (on saffron risotto-yum!).	mahi mahi (on saffron risotto 40:69 FOOD#QUALITY
positive	AMBIENCE#GENERAL	Atmosphere	0:10	Atmosphere is nice and relaxed too...	Atmosphere 0:10 AMBIENCE#GENERAL
positive	RESTAURANT#GENERAL	place	20:25	I really liked this place.	place 20:25 RESTAURANT#GENERAL
negative	RESTAURANT#GENERAL	Roth's	15:21	I have been to Roth's twice and both times were very disappointing.	Roth's 15:21 RESTAURANT#GENERAL
positive	RESTAURANT#GENERAL	restaurant	24:34	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	restaurant 24:34 RESTAURANT#GENERAL
positive	RESTAURANT#MISCELLANEOUS	spot	20:24	This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!	spot 20:24 RESTAURANT#MISCELLANEOUS
positive	FOOD#QUALITY	Ingredients	0:11	Ingredients are organic which is a real plus for me.	Ingredients 0:11 FOOD#QUALITY
positive	FOOD#QUALITY	indian cuisine	63:77	But after last night, Spice Grill is the only place I'm eating indian cuisine.	indian cuisine 63:77 FOOD#QUALITY
positive	FOOD#QUALITY	omlette for brunch	4:22	The omlette for brunch is great...	omlette for brunch 4:22 FOOD#QUALITY
positive	FOOD#QUALITY	meal	46:50	I have to say I have never had a disapointing meal here.	meal 46:50 FOOD#QUALITY
positive	FOOD#QUALITY	pastries	69:77	I got an excellent piece of cheesecake and we had several other nice pastries.	pastries 69:77 FOOD#QUALITY
positive	SERVICE#GENERAL	service	35:42	The food was well prepared and the service impecable.	service 35:42 SERVICE#GENERAL
positive	AMBIENCE#GENERAL	atmosphere	4:14	The atmosphere was great.	atmosphere 4:14 AMBIENCE#GENERAL
positive	FOOD#PRICES	Chinese food	25:37	Simply some good tasting Chinese food at incredible prices...	Chinese food 25:37 FOOD#PRICES
positive	FOOD#QUALITY	homemade pasta	25:39	Pizza is terrific, as is homemade pasta.	homemade pasta 25:39 FOOD#QUALITY
positive	DRINKS#QUALITY	sassy lassi	15:26	My fav was the sassy lassi...	sassy lassi 15:26 DRINKS#QUALITY
positive	FOOD#QUALITY	dishes	72:78	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	dishes 72:78 FOOD#QUALITY
positive	FOOD#STYLE_OPTIONS	portions	42:50	Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!	portions 42:50 FOOD#STYLE_OPTIONS
negative	RESTAURANT#MISCELLANEOUS	sushi chef	70:80	If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	sushi chef 70:80 RESTAURANT#MISCELLANEOUS
negative	FOOD#QUALITY	food	48:52	I can't remember the last time I had such gross food in New York.	food 48:52 FOOD#QUALITY
positive	RESTAURANT#MISCELLANEOUS	place	86:91	If you are the type of person who likes being scared and entertained, this is a great place to go and eat.	place 86:91 RESTAURANT#MISCELLANEOUS
negative	FOOD#QUALITY	food	4:8	The food however, is what one might expect.	food 4:8 FOOD#QUALITY
positive	DRINKS#PRICES	selecion of wines	39:56	The food is great and they have a good selecion of wines at reasonable prices.	selecion of wines 39:56 DRINKS#PRICES
positive	RESTAURANT#MISCELLANEOUS	owner	4:9	The owner and staff are all Japanese as well and that adds to the entire ambiance.	owner 4:9 RESTAURANT#MISCELLANEOUS
positive	AMBIENCE#GENERAL	atmosphere	31:41	There is something about their atmosphere that makes me come back nearly every week.	atmosphere 31:41 AMBIENCE#GENERAL
positive	RESTAURANT#GENERAL	place	34:39	I highly recommend this beautiful place.	place 34:39 RESTAURANT#GENERAL
positive	SERVICE#GENERAL	service	13:20	The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.	service 13:20 SERVICE#GENERAL
positive	RESTAURANT#GENERAL	restaurant	74:84	If we were to move from the upper east side, we would genuinely miss this restaurant.	restaurant 74:84 RESTAURANT#GENERAL
positive	FOOD#STYLE_OPTIONS	lobster sandwich	4:20	The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	lobster sandwich 4:20 FOOD#STYLE_OPTIONS
positive	FOOD#QUALITY	food	4:8	The food is great and the environment is even better.	food 4:8 FOOD#QUALITY
positive	AMBIENCE#GENERAL	ambiance	73:81	The owner and staff are all Japanese as well and that adds to the entire ambiance.	ambiance 73:81 AMBIENCE#GENERAL
positive	SERVICE#GENERAL	wait staff	4:14	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	wait staff 4:14 SERVICE#GENERAL
negative	FOOD#QUALITY	pasta penne	4:15	The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol	pasta penne 4:15 FOOD#QUALITY
positive	FOOD#QUALITY	food	4:8	Our food was great too!	food 4:8 FOOD#QUALITY
positive	FOOD#STYLE_OPTIONS	portions	4:12	The portions are large and the servers always surprise us with a different starter.	portions 4:12 FOOD#STYLE_OPTIONS
positive	DRINKS#QUALITY	wine	14:18	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	wine 14:18 DRINKS#QUALITY
negative	RESTAURANT#GENERAL	Casa la Femme	27:40	Had an awful experience at Casa la Femme on a Saturday dinner.	Casa la Femme 27:40 RESTAURANT#GENERAL
positive	AMBIENCE#GENERAL	scene	9:14	Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.	scene 9:14 AMBIENCE#GENERAL
positive	SERVICE#GENERAL	Winnie	0:6	Winnie and her staff are the best crew you can find serving you.	Winnie 0:6 SERVICE#GENERAL
positive	FOOD#QUALITY	appetizer menu	44:58	Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.	appetizer menu 44:58 FOOD#QUALITY
positive	SERVICE#GENERAL	service	21:28	Nice atmosphere, the service was very pleasant and the desert was good.	service 21:28 SERVICE#GENERAL
negative	RESTAURANT#GENERAL	place	17:22	Don’t go to this place!	place 17:22 RESTAURANT#GENERAL
positive	AMBIENCE#GENERAL	private booths	117:131	If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).	private booths 117:131 AMBIENCE#GENERAL
